company,Model name,year,fuel,seats,engine,km_driven,mileage,max_power,torque,Insurance 
Mahindra,Mahindra Quanto C6,2013,Diesel,7,1199 CC,15000,28.4 kmpl,74 bhp,110Nm@ 3000-4300rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Scorpio S10 7 Seater,2015,Diesel,7,1399 CC,140000,22.74 kmpl,68 bhp,160Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift VXI with ABS,2009,Petrol,5,796 CC,120000,12.05 kmpl,35 bhp,6.1kgm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto LX,2007,Petrol,5,1248 CC,112880,22.74 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Bolero Power Plus SLE,2017,Diesel,7,1405 CC,135000,19.81 kmpl,70 bhp,135.4Nm@ 2500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto K10 VXI,2015,Petrol,5,998 CC,80000,20.73 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto 800 LXI,2017,Petrol,5,1199 CC,128000,15.96 kmpl,79.4 bhp,108Nm@ 4400rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Innova 2.5 VX 8 STR BSIV,2012,Diesel,8,2523 CC,120000,24.7 kmpl,63 bhp,180 Nm at 1440-1500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Safari Storme EX,2017,Diesel,7,1586 CC,30000,16.5 kmpl,103.2 bhp,145Nm@ 4100rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Wagon R LXI CNG,2016,CNG,5,1198 CC,70000,21.1 kmpl,108.5 bhp,170Nm@ 1750-4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 1.2 Magna Executive,2018,Petrol,5,1197 CC,41000,12.55 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Scorpio 1.99 S6 Plus,2015,Diesel,7,,28100,18.9 kmpl,,,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Santro Xing GLS LPG,2010,LPG,5,796 CC,30000,17.9 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift Dzire VDi,2009,Diesel,5,998 CC,30000,11.74 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i10 Magna,2010,Petrol,5,1495 CC,35000,15.3 kmpl,93.7 bhp,124.6Nm@ 3500rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Alto LXi,2010,Petrol,5,1586 CC,22000,12.8 kmpl,104.68 bhp,"145@ 4,100(kgm@ rpm)","Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford Endeavour 3.0L 4X2 AT,2012,Diesel,7,998 CC,70000,16.07 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VDI BSIV,2014,Diesel,5,,100000,20.54 kmpl,,,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,Diesel,7,1493 CC,70000,17.5 kmpl,70 bhp,195Nm@ 1400-2200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Sportz,2017,Petrol,5,2179 CC,200000,21.4 kmpl,120 bhp,290Nm@ 1800-2800rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Renault,Renault Duster 85PS Diesel RxL,2014,Diesel,5,2179 CC,120000,23.95 kmpl,138.03 bhp,320Nm@ 1700-2700rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift VDI,2013,Diesel,5,1197 CC,3000,16.0 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift VDI,2013,Diesel,5,998 CC,50000,18.6 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Santro Xing Base,2005,Petrol,,2523 CC,50000,22.74 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Zen LX,2002,Petrol,5,1199 CC,1500,17.01 kmpl,88.7 bhp,110Nm@ 4800rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ritz LDi,2016,Diesel,5,1498 CC,74000,21.01 kmpl,108.6 bhp,250Nm@ 1500-3000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda City 1.5 GXI CVT,2005,Petrol,,1199 CC,25000,18.78 kmpl,88.7 bhp,110Nm@ 4800rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift VDI BSIV,2014,Diesel,5,1498 CC,61915,,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Celerio ZXI,2014,Petrol,5,814 CC,110000,21.4 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Magna,2016,Petrol,5,1498 CC,70000,15.63 kmpl,88 bhp,230Nm@ 1500-2500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 1.2 Asta Dual Tone,2018,Petrol,5,1248 CC,150000,14.49 kmpl,75 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto K10 2010-2014 VXI,2012,Petrol,5,1493 CC,110000,18.0 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Alto LXi BSIII,2008,Petrol,5,936 CC,90000,22.74 kmpl,56.3 bhp,142.5Nm@ 1750rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Grand i10 CRDi Asta,2014,Diesel,5,1196 CC,120000,0.0 kmpl,70 bhp,102Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Alto LXi,2006,Petrol,5,2494 CC,65000,,100.6 bhp,200Nm@ 1200-3600rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Alto K10 VXI Optional,2019,Petrol,5,1197 CC,10000,18.6 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.6 CRDI,2014,Diesel,5,1197 CC,80000,21.19 kmpl,78.9 bhp,111.8Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Magna,2014,Petrol,5,1248 CC,184000,18.49 kmpl,88.76 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford Figo Diesel EXI,2010,Diesel,5,998 CC,80000,21.94 km/kg,58.33 bhp,78Nm@ 3500rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Wagon R LXI CNG,2018,CNG,5,993 CC,70000,21.43 kmpl,60 bhp,78Nm@ 4500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,2017,Petrol,5,1586 CC,89000,19.81 kmpl,104.68 bhp,"145@ 4,100(kgm@ rpm)","Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Ertiga VDI,2012,Diesel,7,1198 CC,33033,20.77 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift Dzire VDI,2017,Diesel,5,1248 CC,69000,20.77 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault KWID Climber 1.0 MT,2018,Petrol,5,1197 CC,63063,18.49 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI LPG BSIV,2010,LPG,5,1396 CC,90000,18.9 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VDI,2015,Diesel,5,814 CC,8000,18.9 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift Dzire VDI,2015,Diesel,5,1197 CC,35000,19.4 kmpl,80 bhp,"11.4 kgm at 4,000 rpm","Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI,2004,Petrol,5,1197 CC,45000,25.8 kmpl,80 bhp,"11.4 kgm at 4,000 rpm","Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault Duster 85PS Diesel RxL Optional,2013,Diesel,5,1248 CC,30000,26.3 km/kg,91.2 bhp,209Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai EON Era Plus,2015,Petrol,5,796 CC,59000,23.0 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Sportz,2015,Petrol,5,1462 CC,6200,15.0 kmpl,103 bhp,138Nm@ 4400rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,2019,CNG,5,998 CC,120000,19.44 kmpl,67 bhp,90Nm@ 3500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Etios Cross 1.4L GD,2014,Diesel,5,998 CC,70000,25.4 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Wagon R LXI CNG,2018,CNG,5,796 CC,70000,26.59 kmpl,35 bhp,6.1kgm@ 3000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Ritz VXi (ABS) BS IV,2011,Petrol,5,2523 CC,110000,19.3 kmpl,75 bhp,200Nm@ 1400-2200rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Santro Magna AMT BSIV,2019,Petrol,5,,158000,24.52 kmpl,,,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Eeco 7 Seater Standard BSIV,2018,Petrol,7,995 CC,93000,22.9 kmpl,62 bhp,90.3Nm@ 4200rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Etios Diesel TRD Sportivo,2012,Diesel,5,2499 CC,110000,23.26 kmpl,72.4 bhp,171Nm@ 1800rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Renault,Renault Fluence 1.5,2013,Diesel,5,796 CC,57000,18.6 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Honda,Honda City VX CVT,2019,Petrol,5,1495 CC,120000,27.4 kmpl,94 bhp,"12.5@ 3,500(kgm@ rpm)","Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda Amaze VX i-DTEC,2018,Diesel,5,1396 CC,35000,19.81 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Corolla AE,2004,Petrol,5,1396 CC,90000,17.92 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Toyota,Toyota Fortuner 4x4 MT,2014,Diesel,7,1396 CC,35000,17.92 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Santro Sportz BSIV,2018,Petrol,5,1298 CC,120000,24.3 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra XUV500 W4,2018,Diesel,7,1396 CC,60000,27.39 kmpl,88.7 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Scorpio Intelli Hybrid S10,2016,Diesel,7,1396 CC,70000,23.95 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VDI,2012,Diesel,5,993 CC,60000,23.7 km/kg,60 bhp,78Nm@ 4500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ritz VDi,2013,Diesel,5,1498 CC,100000,25.1 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Corolla Altis Diesel D4DG,2012,Diesel,5,1197 CC,35000,20.77 kmpl,78.9 bhp,111.7Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Alto K10 2010-2014 VXI,2012,Petrol,5,1248 CC,90000,16.1 kmpl,75 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto LXi,2009,Petrol,5,1197 CC,50000,22.74 kmpl,81.86 bhp,114.73Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indica Vista Quadrajet LS,2012,Diesel,,1197 CC,98000,21.1 kmpl,80 bhp,"11.4 kgm at 4,000 rpm","Comapany Name:Magma HDI,Policy Plan:3259"
Tata,Tata Indica Vista Quadrajet LS,2012,Diesel,,1197 CC,30000,19.81 kmpl,82.85 bhp,113.7Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VDI BSIV,2011,Diesel,,1797 CC,50000,17.01 kmpl,147.5 bhp,177.5Nm@ 4700rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault Duster 85PS Diesel RxL Plus,2015,Diesel,5,1197 CC,26000,22.74 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,Petrol,5,796 CC,46000,26.6 km/kg,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Etios Liva VD,2015,Diesel,5,796 CC,80000,18.9 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City i DTEC SV,2014,Diesel,5,1199 CC,10000,14.0 kmpl,84 bhp,114Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra XUV500 W4,2014,Diesel,7,796 CC,16700,26.0 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda City i DTEC SV,2014,Diesel,5,1248 CC,70000,15.96 kmpl,74.02 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti SX4 ZXI MT BSIV Leather,2010,Petrol,5,1197 CC,7967,14.09 kmpl,83.14 bhp,115Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Xenon XT EX 4X4,2015,Diesel,5,1197 CC,20000,23.95 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra KUV 100 mFALCON G80 K8,2016,Petrol,6,,50000,19.09 kmpl,,,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indica Vista Terra 1.4 TDI,2010,Diesel,5,799 CC,9656,21.1 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.6 VGT CRDi,2011,Diesel,5,1086 CC,50000,19.7 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,2012,Diesel,5,1498 CC,17000,22.32 kmpl,98.63 bhp,215Nm@ 1750-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto K10 2010-2014 VXI,2011,Petrol,5,995 CC,50000,13.93 kmpl,62 bhp,90.3Nm@ 4200rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Alto 800 LXI,2017,Petrol,5,799 CC,10000,23.84 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault KWID RXL,2019,Petrol,5,1197 CC,43000,15.96 kmpl,82.85 bhp,113.7Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Bolero Power Plus ZLX,2019,Diesel,7,1396 CC,50000,14.02 kmpl,88.7 bhp,219.9Nm@ 1750-2750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto K10 VXI,2017,Petrol,5,998 CC,90000,12.2 kmpl,67 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI CNG,2013,CNG,5,2498 CC,100000,18.9 kmpl,112 bhp,260 Nm at 1800-2200 rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI 1.2 BS IV,2018,Petrol,5,1086 CC,80000,16.1 kmpl,62.1 bhp,96.1Nm@ 3000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift Dzire VDI,2017,Diesel,5,2523 CC,120000,19.7 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Alto K10 VXI AGS,2019,Petrol,5,1197 CC,5000,19.1 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,2019,Petrol,5,1498 CC,68609,20.0 kmpl,89.84 bhp,204Nm@ 2000-2750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R Duo Lxi,2011,LPG,5,1498 CC,33360,18.6 kmpl,98.59 bhp,205Nm@ 1750-3250rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VDI Optional,2015,Diesel,5,1498 CC,14317,17.0 kmpl,104.55 bhp,142Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra XUV500 W8 2WD,2015,Diesel,7,1399 CC,87237,24.5 kmpl,68.05 bhp,160Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Mahindra,Mahindra Bolero Power Plus ZLX,2017,Diesel,7,1498 CC,62960,25.2 kmpl,99 bhp,215Nm@ 1750-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Xcent 1.2 Kappa SX Option,2014,Petrol,5,1197 CC,26634,18.5 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Verna 1.4 CRDi,2015,Diesel,5,1399 CC,163720,16.6 kmpl,68 bhp,160Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,Diesel,7,998 CC,67998,14.0 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Innova 2.5 G2,2005,Diesel,8,1499 CC,20706,17.1 kmpl,98.63 bhp,215Nm@ 1750-2500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Elantra CRDi SX,2015,Diesel,5,1498 CC,100581,22.54 kmpl,99 bhp,215Nm@ 1750-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R Duo Lxi,2010,LPG,5,1461 CC,67303,18.9 kmpl,83.8 bhp,200Nm@ 1900rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Vitara Brezza VDi Option,2016,Diesel,5,1197 CC,79139,20.4 kmpl,85.80 bhp,114Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Honda,Honda Civic 1.8 S AT,2007,Petrol,5,1120 CC,84784,25.17 kmpl,70 bhp,160Nm@ 1500-2750rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Innova 2.5 VX 8 STR,2012,Diesel,8,1248 CC,130376,28.09 kmpl,73.94 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Thar CRDe AC,2014,Diesel,6,2179 CC,72000,17.5 kmpl,138.03 bhp,320Nm@ 1700-2700rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 CRDi Sportz,2015,Diesel,5,1493 CC,127000,19.87 kmpl,110 bhp,"24@ 1,900-2,750(kgm@ rpm)","Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Amaze S i-Vtech,2015,Petrol,5,1248 CC,120000,24.52 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,Petrol,5,,120000,17.7 kmpl,,,"Comapany Name:Universal Sompo,Policy Plan:5670"
Volkswagen,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,Diesel,5,1120 CC,100000,12.8 kmpl,71 bhp,180.4Nm@ 1750-2500rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Honda,Honda City i-DTEC VX,2018,Diesel,5,,148000,19.7 kmpl,,,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai EON 1.0 Era Plus,2018,Petrol,5,1248 CC,40000,16.84 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Santro Era,2019,Petrol,5,1248 CC,110000,18.6 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai i10 Magna,2012,Petrol,5,1199 CC,30000,25.17 kmpl,84 bhp,114Nm@ 3500rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,Diesel,5,1405 CC,120000,16.8 kmpl,70 bhp,135.4Nm@ 2500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VDI,2013,Diesel,5,1196 CC,15000,19.1 kmpl,86.8 bhp,112Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Volkswagen,Volkswagen Vento Diesel Highline,2012,Diesel,5,1248 CC,33500,25.8 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Verna 1.6 CRDi EX MT,2013,Diesel,5,1493 CC,70000,20.89 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI,2003,Petrol,5,1197 CC,10000,16.5 kmpl,78.8 bhp,104Nm@ 3100rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,Diesel,5,2179 CC,22053,12.05 kmpl,120 bhp,280Nm@ 1800-2800rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.4 CRDi,2014,Diesel,5,1493 CC,50000,26.59 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Ford,Ford Fiesta EXi 1.4 TDCi Ltd,2011,Diesel,5,1991 CC,78432,19.72 kmpl,123.7 bhp,305Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Santro Xing GLS CNG,2011,CNG,5,2199 CC,125000,16.1 kmpl,194.3 bhp,420.7Nm@ 1800-2500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.6 SX,2012,Diesel,5,1498 CC,80000,25.83 kmpl,99.23 bhp,215Nm@ 1750-3000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Indica V2 DL BSIII,2007,Diesel,5,2494 CC,270000,21.1 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Etios GD,2015,Diesel,5,1198 CC,50000,16.1 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Wagon R LXI CNG,2011,CNG,5,1199 CC,20000,25.47 kmpl,84 bhp,114Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra XUV500 W9 BSIV,2019,Diesel,7,1591 CC,30000,12.55 kmpl,121.3 bhp,151Nm@ 4850rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Grand i10 Sportz,2015,Petrol,5,1086 CC,70000,24.3 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,Petrol,8,2494 CC,7200,28.09 kmpl,100.6 bhp,200Nm@ 1200-3600rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Alto 800 LXI,2013,Petrol,5,1498 CC,97000,14.74 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Baleno Delta 1.2,2018,Petrol,5,814 CC,60000,17.05 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Alto K10 VXI,2017,Petrol,5,1199 CC,25000,15.73 kmpl,84.8 bhp,113Nm@ 5000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift Dzire VDI Optional,2015,Diesel,5,1197 CC,94000,22.48 kmpl,78.9 bhp,111.8Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indigo CS eVX,2012,Diesel,5,1590 CC,90000,22.1 kmpl,94 bhp,130Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5,2231 CC,50000,24.7 kmpl,184 bhp,424Nm@ 2000rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5,1248 CC,35000,16.0 kmpl,74 bhp,190Nm@ 1750-3000rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Tata,Tata Safari Storme EX,2015,Diesel,7,1497 CC,117500,15.4 kmpl,117.3 bhp,145Nm@ 4600rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Volvo,Volvo XC40 D4 Inscription BSIV,2019,Diesel,5,2179 CC,78500,22.27 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5,1197 CC,8000,25.47 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI,2013,Petrol,5,1196 CC,25000,21.63 kmpl,86.8 bhp,112Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
